,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,month_year_creation
61,5RbshTEamO39Jd6mZ0zXJzz0fr1DEvs19zhPkh886Jg=,5RbshTEamO39Jd6mZ0zXJzz0fr1DEvs19zhPkh886Jg=,5RbshTEamO39Jd6mZ0zXJzz0fr1DEvs19zhPkh886Jg=,,5RbshTEamO39Jd6mZ0zXJzz0fr1DEvs19zhPkh886Jg=,5RbshTEamO39Jd6mZ0zXJzz0fr1DEvs19zhPkh886Jg=,537,1600,2011-08-21,en,August 2011
62,EdLgHM0y9hkFmqVv8kQsM8C5T8KsGXSnUZFFXjNBZ0=,EdLgHM0y9hkFmqVv8kQsM8C5T8KsGXSnUZFFXjNBZ0=,EdLgHM0y9hkFmqVv8kQsM8C5T8KsGXSnUZFFXjNBZ0=,EdLgHM0y9hkFmqVv8kQsM8C5T8KsGXSnUZFFXjNBZ0=,EdLgHM0y9hkFmqVv8kQsM8C5T8KsGXSnUZFFXjNBZ0=,EdLgHM0y9hkFmqVv8kQsM8C5T8KsGXSnUZFFXjNBZ0=,2449,1588,2015-01-16,en,January 2015
63,OHqi5+pBXQeTdElFgK64qUWeJqg08CjhJX94VlO5Jco=,OHqi5+pBXQeTdElFgK64qUWeJqg08CjhJX94VlO5Jco=,OHqi5+pBXQeTdElFgK64qUWeJqg08CjhJX94VlO5Jco=,OHqi5+pBXQeTdElFgK64qUWeJqg08CjhJX94VlO5Jco=,OHqi5+pBXQeTdElFgK64qUWeJqg08CjhJX94VlO5Jco=,OHqi5+pBXQeTdElFgK64qUWeJqg08CjhJX94VlO5Jco=,567,239,2009-06-04,en,June 2009
64,Wy9wzpAKh5VRRtvXAvfbASATf8IuH03JDlSNb7cHNek=,Wy9wzpAKh5VRRtvXAvfbASATf8IuH03JDlSNb7cHNek=,Wy9wzpAKh5VRRtvXAvfbASATf8IuH03JDlSNb7cHNek=,Wy9wzpAKh5VRRtvXAvfbASATf8IuH03JDlSNb7cHNek=,Wy9wzpAKh5VRRtvXAvfbASATf8IuH03JDlSNb7cHNek=,,991,412,2011-03-06,en,March 2011
65,CaKtXswKaO4c69DeAe7LBwrozdQqkCsWa+con7VV9ek=,CaKtXswKaO4c69DeAe7LBwrozdQqkCsWa+con7VV9ek=,CaKtXswKaO4c69DeAe7LBwrozdQqkCsWa+con7VV9ek=,CaKtXswKaO4c69DeAe7LBwrozdQqkCsWa+con7VV9ek=,CaKtXswKaO4c69DeAe7LBwrozdQqkCsWa+con7VV9ek=,CaKtXswKaO4c69DeAe7LBwrozdQqkCsWa+con7VV9ek=,434,690,2014-04-18,en,April 2014
66,dSYFsGe6N10MxnDXicVp2HdaCmGoEfkxdx6frZMyirQ=,dSYFsGe6N10MxnDXicVp2HdaCmGoEfkxdx6frZMyirQ=,dSYFsGe6N10MxnDXicVp2HdaCmGoEfkxdx6frZMyirQ=,dSYFsGe6N10MxnDXicVp2HdaCmGoEfkxdx6frZMyirQ=,dSYFsGe6N10MxnDXicVp2HdaCmGoEfkxdx6frZMyirQ=,dSYFsGe6N10MxnDXicVp2HdaCmGoEfkxdx6frZMyirQ=,485,439,2014-11-06,en,November 2014
67,vqIL9my1etjakRchHmfLsLw32z4MNmPyLJ4FroFSwMU=,vqIL9my1etjakRchHmfLsLw32z4MNmPyLJ4FroFSwMU=,vqIL9my1etjakRchHmfLsLw32z4MNmPyLJ4FroFSwMU=,,vqIL9my1etjakRchHmfLsLw32z4MNmPyLJ4FroFSwMU=,vqIL9my1etjakRchHmfLsLw32z4MNmPyLJ4FroFSwMU=,1204,2547,2018-06-11,ro,June 2018
68,4JKhObmQgq7Ani05OJGhIC5nlz8U6Wsd37Cem2nR69w=,4JKhObmQgq7Ani05OJGhIC5nlz8U6Wsd37Cem2nR69w=,4JKhObmQgq7Ani05OJGhIC5nlz8U6Wsd37Cem2nR69w=,4JKhObmQgq7Ani05OJGhIC5nlz8U6Wsd37Cem2nR69w=,4JKhObmQgq7Ani05OJGhIC5nlz8U6Wsd37Cem2nR69w=,4JKhObmQgq7Ani05OJGhIC5nlz8U6Wsd37Cem2nR69w=,1039,2005,2009-04-20,en,April 2009
69,UhEUu49tiEUJtvenEAkzQxrttS3PyLibYoHwrVTi4PI=,UhEUu49tiEUJtvenEAkzQxrttS3PyLibYoHwrVTi4PI=,UhEUu49tiEUJtvenEAkzQxrttS3PyLibYoHwrVTi4PI=,UhEUu49tiEUJtvenEAkzQxrttS3PyLibYoHwrVTi4PI=,UhEUu49tiEUJtvenEAkzQxrttS3PyLibYoHwrVTi4PI=,UhEUu49tiEUJtvenEAkzQxrttS3PyLibYoHwrVTi4PI=,49484,85,2009-04-23,en,April 2009
70,3YPDl4YTnNrgvpXbPqrV9bhQAUQJihKh9wxN+PnGSc=,3YPDl4YTnNrgvpXbPqrV9bhQAUQJihKh9wxN+PnGSc=,3YPDl4YTnNrgvpXbPqrV9bhQAUQJihKh9wxN+PnGSc=,3YPDl4YTnNrgvpXbPqrV9bhQAUQJihKh9wxN+PnGSc=,3YPDl4YTnNrgvpXbPqrV9bhQAUQJihKh9wxN+PnGSc=,3YPDl4YTnNrgvpXbPqrV9bhQAUQJihKh9wxN+PnGSc=,1315,1381,2017-03-15,en,March 2017
71,yXNGR1hYQKMea7XbRAKE4h5L8XfnXkC39l6Na+qxCrQ=,yXNGR1hYQKMea7XbRAKE4h5L8XfnXkC39l6Na+qxCrQ=,yXNGR1hYQKMea7XbRAKE4h5L8XfnXkC39l6Na+qxCrQ=,yXNGR1hYQKMea7XbRAKE4h5L8XfnXkC39l6Na+qxCrQ=,yXNGR1hYQKMea7XbRAKE4h5L8XfnXkC39l6Na+qxCrQ=,yXNGR1hYQKMea7XbRAKE4h5L8XfnXkC39l6Na+qxCrQ=,1411,5299,2018-02-13,en,February 2018
72,2ygy4SzIM9xT8vz1uBACIElUQyqgV6HwJzmIWjxFSAc=,2ygy4SzIM9xT8vz1uBACIElUQyqgV6HwJzmIWjxFSAc=,2ygy4SzIM9xT8vz1uBACIElUQyqgV6HwJzmIWjxFSAc=,2ygy4SzIM9xT8vz1uBACIElUQyqgV6HwJzmIWjxFSAc=,2ygy4SzIM9xT8vz1uBACIElUQyqgV6HwJzmIWjxFSAc=,,992,925,2011-01-23,en,January 2011
73,lQwWB8mp68M9I7Xva85Y5CXfcFBqFns+XlCHSXuXhs=,lQwWB8mp68M9I7Xva85Y5CXfcFBqFns+XlCHSXuXhs=,lQwWB8mp68M9I7Xva85Y5CXfcFBqFns+XlCHSXuXhs=,lQwWB8mp68M9I7Xva85Y5CXfcFBqFns+XlCHSXuXhs=,lQwWB8mp68M9I7Xva85Y5CXfcFBqFns+XlCHSXuXhs=,lQwWB8mp68M9I7Xva85Y5CXfcFBqFns+XlCHSXuXhs=,3179,3275,2010-05-07,en,May 2010
74,jaoCGT1QTmw+2rPFyiIZOhM2bFJ6qn+OsceVWBjc28=,jaoCGT1QTmw+2rPFyiIZOhM2bFJ6qn+OsceVWBjc28=,jaoCGT1QTmw+2rPFyiIZOhM2bFJ6qn+OsceVWBjc28=,jaoCGT1QTmw+2rPFyiIZOhM2bFJ6qn+OsceVWBjc28=,jaoCGT1QTmw+2rPFyiIZOhM2bFJ6qn+OsceVWBjc28=,,412,1267,2009-07-14,en,July 2009
75,xcDBVL3nHjddpJ+Ga6ooio6evxoyZF58vqEhZa9V6cY=,xcDBVL3nHjddpJ+Ga6ooio6evxoyZF58vqEhZa9V6cY=,xcDBVL3nHjddpJ+Ga6ooio6evxoyZF58vqEhZa9V6cY=,xcDBVL3nHjddpJ+Ga6ooio6evxoyZF58vqEhZa9V6cY=,xcDBVL3nHjddpJ+Ga6ooio6evxoyZF58vqEhZa9V6cY=,xcDBVL3nHjddpJ+Ga6ooio6evxoyZF58vqEhZa9V6cY=,619,1097,2010-10-14,en,October 2010
76,vEqa14gpUndSNi4e46obZlcIWH0r52a5DGYbaKihuq8=,vEqa14gpUndSNi4e46obZlcIWH0r52a5DGYbaKihuq8=,vEqa14gpUndSNi4e46obZlcIWH0r52a5DGYbaKihuq8=,vEqa14gpUndSNi4e46obZlcIWH0r52a5DGYbaKihuq8=,vEqa14gpUndSNi4e46obZlcIWH0r52a5DGYbaKihuq8=,vEqa14gpUndSNi4e46obZlcIWH0r52a5DGYbaKihuq8=,1155,2621,2010-01-26,en,January 2010
77,+3yoT3hAQICbcIHU8a2i3kZTOmPA4f4nuKsPjXPq0ZA=,+3yoT3hAQICbcIHU8a2i3kZTOmPA4f4nuKsPjXPq0ZA=,+3yoT3hAQICbcIHU8a2i3kZTOmPA4f4nuKsPjXPq0ZA=,+3yoT3hAQICbcIHU8a2i3kZTOmPA4f4nuKsPjXPq0ZA=,+3yoT3hAQICbcIHU8a2i3kZTOmPA4f4nuKsPjXPq0ZA=,+3yoT3hAQICbcIHU8a2i3kZTOmPA4f4nuKsPjXPq0ZA=,2582,6130,2016-02-23,en,February 2016
78,R2HEYq7FghpabEU2wL6Wuk3PO2bOqrTNc7kzue64yM=,R2HEYq7FghpabEU2wL6Wuk3PO2bOqrTNc7kzue64yM=,R2HEYq7FghpabEU2wL6Wuk3PO2bOqrTNc7kzue64yM=,R2HEYq7FghpabEU2wL6Wuk3PO2bOqrTNc7kzue64yM=,R2HEYq7FghpabEU2wL6Wuk3PO2bOqrTNc7kzue64yM=,R2HEYq7FghpabEU2wL6Wuk3PO2bOqrTNc7kzue64yM=,745,678,2010-03-15,en,March 2010
79,+96orAOBRMJnG6fbsZP7gkdL+opvjwCEJJ52L4TPc=,+96orAOBRMJnG6fbsZP7gkdL+opvjwCEJJ52L4TPc=,+96orAOBRMJnG6fbsZP7gkdL+opvjwCEJJ52L4TPc=,+96orAOBRMJnG6fbsZP7gkdL+opvjwCEJJ52L4TPc=,+96orAOBRMJnG6fbsZP7gkdL+opvjwCEJJ52L4TPc=,,372,416,2018-06-17,en,June 2018
80,5r8bdg3IedvAjWBp1v+njVexzGpPuKg345i7bsOhhCc=,5r8bdg3IedvAjWBp1v+njVexzGpPuKg345i7bsOhhCc=,5r8bdg3IedvAjWBp1v+njVexzGpPuKg345i7bsOhhCc=,5r8bdg3IedvAjWBp1v+njVexzGpPuKg345i7bsOhhCc=,5r8bdg3IedvAjWBp1v+njVexzGpPuKg345i7bsOhhCc=,5r8bdg3IedvAjWBp1v+njVexzGpPuKg345i7bsOhhCc=,579,905,2010-07-23,en,July 2010
81,dGIeIFpIAWPnCEBiB3QUs5B91V7lprGyPBJWPqggs=,dGIeIFpIAWPnCEBiB3QUs5B91V7lprGyPBJWPqggs=,dGIeIFpIAWPnCEBiB3QUs5B91V7lprGyPBJWPqggs=,dGIeIFpIAWPnCEBiB3QUs5B91V7lprGyPBJWPqggs=,dGIeIFpIAWPnCEBiB3QUs5B91V7lprGyPBJWPqggs=,,408,810,2009-05-20,en,May 2009
82,I9hroBo4qFKVeviv5L0xM6gyzVqiOauxZ2c0vKMDr+w=,I9hroBo4qFKVeviv5L0xM6gyzVqiOauxZ2c0vKMDr+w=,I9hroBo4qFKVeviv5L0xM6gyzVqiOauxZ2c0vKMDr+w=,I9hroBo4qFKVeviv5L0xM6gyzVqiOauxZ2c0vKMDr+w=,I9hroBo4qFKVeviv5L0xM6gyzVqiOauxZ2c0vKMDr+w=,,592,1504,2015-11-08,en,November 2015
83,oJxUHUyHMRqcYr39Om9dsMtPob7KShEBZgyd5LAI=,oJxUHUyHMRqcYr39Om9dsMtPob7KShEBZgyd5LAI=,oJxUHUyHMRqcYr39Om9dsMtPob7KShEBZgyd5LAI=,oJxUHUyHMRqcYr39Om9dsMtPob7KShEBZgyd5LAI=,oJxUHUyHMRqcYr39Om9dsMtPob7KShEBZgyd5LAI=,,389,772,2016-01-09,en,January 2016
84,3ztC3xpoFOTq0TtsZZmwo9KQwD8nYIZB490cRnEUM4=,3ztC3xpoFOTq0TtsZZmwo9KQwD8nYIZB490cRnEUM4=,3ztC3xpoFOTq0TtsZZmwo9KQwD8nYIZB490cRnEUM4=,3ztC3xpoFOTq0TtsZZmwo9KQwD8nYIZB490cRnEUM4=,3ztC3xpoFOTq0TtsZZmwo9KQwD8nYIZB490cRnEUM4=,3ztC3xpoFOTq0TtsZZmwo9KQwD8nYIZB490cRnEUM4=,18564,790,2016-08-14,en,August 2016
85,XAjQFy70XPu1kx4X+957+HmTx6rZPzkaeYiiEa+KnA=,XAjQFy70XPu1kx4X+957+HmTx6rZPzkaeYiiEa+KnA=,XAjQFy70XPu1kx4X+957+HmTx6rZPzkaeYiiEa+KnA=,XAjQFy70XPu1kx4X+957+HmTx6rZPzkaeYiiEa+KnA=,XAjQFy70XPu1kx4X+957+HmTx6rZPzkaeYiiEa+KnA=,,394,842,2009-09-07,es,September 2009
86,S0rnA8mBfb7Ldk6VT+yUhJTV+wawXIT0YAezLV4Wk64=,S0rnA8mBfb7Ldk6VT+yUhJTV+wawXIT0YAezLV4Wk64=,S0rnA8mBfb7Ldk6VT+yUhJTV+wawXIT0YAezLV4Wk64=,S0rnA8mBfb7Ldk6VT+yUhJTV+wawXIT0YAezLV4Wk64=,S0rnA8mBfb7Ldk6VT+yUhJTV+wawXIT0YAezLV4Wk64=,S0rnA8mBfb7Ldk6VT+yUhJTV+wawXIT0YAezLV4Wk64=,2446,3362,2015-08-12,en,August 2015
87,IOBqJLdESt7mF8XsnWNZoNY8UCc3cRpm5wu7Odos0+s=,IOBqJLdESt7mF8XsnWNZoNY8UCc3cRpm5wu7Odos0+s=,IOBqJLdESt7mF8XsnWNZoNY8UCc3cRpm5wu7Odos0+s=,IOBqJLdESt7mF8XsnWNZoNY8UCc3cRpm5wu7Odos0+s=,IOBqJLdESt7mF8XsnWNZoNY8UCc3cRpm5wu7Odos0+s=,,378,584,2012-01-08,en,January 2012
88,9ahgJXzJGx3ci4opL8EBF3ZeGljKlUGVdYNYfPN4h9Q=,9ahgJXzJGx3ci4opL8EBF3ZeGljKlUGVdYNYfPN4h9Q=,9ahgJXzJGx3ci4opL8EBF3ZeGljKlUGVdYNYfPN4h9Q=,9ahgJXzJGx3ci4opL8EBF3ZeGljKlUGVdYNYfPN4h9Q=,9ahgJXzJGx3ci4opL8EBF3ZeGljKlUGVdYNYfPN4h9Q=,9ahgJXzJGx3ci4opL8EBF3ZeGljKlUGVdYNYfPN4h9Q=,2190,1081,2009-02-13,en,February 2009
89,NnY1AcljY1+cxI4IYmA0cvAatqVR03kF8U8NUhRuSjw=,NnY1AcljY1+cxI4IYmA0cvAatqVR03kF8U8NUhRuSjw=,NnY1AcljY1+cxI4IYmA0cvAatqVR03kF8U8NUhRuSjw=,,NnY1AcljY1+cxI4IYmA0cvAatqVR03kF8U8NUhRuSjw=,,878,114,2016-03-28,en,March 2016
90,kGks4jaOqsClPIRZF52FZKV0g+ZBivnB3fOElSkJ5w=,kGks4jaOqsClPIRZF52FZKV0g+ZBivnB3fOElSkJ5w=,kGks4jaOqsClPIRZF52FZKV0g+ZBivnB3fOElSkJ5w=,,kGks4jaOqsClPIRZF52FZKV0g+ZBivnB3fOElSkJ5w=,kGks4jaOqsClPIRZF52FZKV0g+ZBivnB3fOElSkJ5w=,4420,2588,2009-11-18,zh-cn,November 2009
91,3uDiRXAYYDAQgeGxFB1Yh9VUUew6GhfMfEpSe7uI=,3uDiRXAYYDAQgeGxFB1Yh9VUUew6GhfMfEpSe7uI=,3uDiRXAYYDAQgeGxFB1Yh9VUUew6GhfMfEpSe7uI=,3uDiRXAYYDAQgeGxFB1Yh9VUUew6GhfMfEpSe7uI=,3uDiRXAYYDAQgeGxFB1Yh9VUUew6GhfMfEpSe7uI=,,702,774,2010-07-10,en,July 2010
92,JFXSesCO9ZlIuBlNQt1dL24w7asw9KtZ2Idc18P6ibU=,JFXSesCO9ZlIuBlNQt1dL24w7asw9KtZ2Idc18P6ibU=,JFXSesCO9ZlIuBlNQt1dL24w7asw9KtZ2Idc18P6ibU=,JFXSesCO9ZlIuBlNQt1dL24w7asw9KtZ2Idc18P6ibU=,JFXSesCO9ZlIuBlNQt1dL24w7asw9KtZ2Idc18P6ibU=,JFXSesCO9ZlIuBlNQt1dL24w7asw9KtZ2Idc18P6ibU=,612,1244,2011-04-05,en,April 2011
93,3DiFO0uXlfgILkJwzzhKQK3ex5W8wW5cXpKgjpmqUI=,3DiFO0uXlfgILkJwzzhKQK3ex5W8wW5cXpKgjpmqUI=,3DiFO0uXlfgILkJwzzhKQK3ex5W8wW5cXpKgjpmqUI=,3DiFO0uXlfgILkJwzzhKQK3ex5W8wW5cXpKgjpmqUI=,3DiFO0uXlfgILkJwzzhKQK3ex5W8wW5cXpKgjpmqUI=,3DiFO0uXlfgILkJwzzhKQK3ex5W8wW5cXpKgjpmqUI=,423,271,2011-10-24,en,October 2011
94,h31UhRqKkV7Prf8OuWf+voeYGICoF77NVkAxmzqIk=,h31UhRqKkV7Prf8OuWf+voeYGICoF77NVkAxmzqIk=,h31UhRqKkV7Prf8OuWf+voeYGICoF77NVkAxmzqIk=,,,,6,41,2019-01-19,en,January 2019
95,QtJCN9pyfchptYt9NDu6w8wu20AY3v8wo2Q6Y7zSYQ=,QtJCN9pyfchptYt9NDu6w8wu20AY3v8wo2Q6Y7zSYQ=,QtJCN9pyfchptYt9NDu6w8wu20AY3v8wo2Q6Y7zSYQ=,,QtJCN9pyfchptYt9NDu6w8wu20AY3v8wo2Q6Y7zSYQ=,,1202,2891,2019-02-10,en,February 2019
96,MqWlbwpM3R2TagPOkRpMMNS2qBF9L3OB2+rTvom7LJM=,MqWlbwpM3R2TagPOkRpMMNS2qBF9L3OB2+rTvom7LJM=,MqWlbwpM3R2TagPOkRpMMNS2qBF9L3OB2+rTvom7LJM=,MqWlbwpM3R2TagPOkRpMMNS2qBF9L3OB2+rTvom7LJM=,MqWlbwpM3R2TagPOkRpMMNS2qBF9L3OB2+rTvom7LJM=,,354,2383,2013-09-26,en,September 2013
97,f3xBsqWEtbjTXjJcZinlZH8tPr+fxcpbqizVZCA4juU=,f3xBsqWEtbjTXjJcZinlZH8tPr+fxcpbqizVZCA4juU=,f3xBsqWEtbjTXjJcZinlZH8tPr+fxcpbqizVZCA4juU=,f3xBsqWEtbjTXjJcZinlZH8tPr+fxcpbqizVZCA4juU=,f3xBsqWEtbjTXjJcZinlZH8tPr+fxcpbqizVZCA4juU=,f3xBsqWEtbjTXjJcZinlZH8tPr+fxcpbqizVZCA4juU=,793,1134,2014-05-17,en,May 2014
98,1dgpdFLjF4TZSACgh2aPjnKfJouEn3lfX0yBiyWO2uo=,1dgpdFLjF4TZSACgh2aPjnKfJouEn3lfX0yBiyWO2uo=,1dgpdFLjF4TZSACgh2aPjnKfJouEn3lfX0yBiyWO2uo=,1dgpdFLjF4TZSACgh2aPjnKfJouEn3lfX0yBiyWO2uo=,1dgpdFLjF4TZSACgh2aPjnKfJouEn3lfX0yBiyWO2uo=,1dgpdFLjF4TZSACgh2aPjnKfJouEn3lfX0yBiyWO2uo=,776,2055,2009-04-10,en,April 2009
99,PaIh58KHNYWjg6vhcyP2b+Y+IuMBrNHVKFEdt9fI7Dg=,PaIh58KHNYWjg6vhcyP2b+Y+IuMBrNHVKFEdt9fI7Dg=,PaIh58KHNYWjg6vhcyP2b+Y+IuMBrNHVKFEdt9fI7Dg=,PaIh58KHNYWjg6vhcyP2b+Y+IuMBrNHVKFEdt9fI7Dg=,PaIh58KHNYWjg6vhcyP2b+Y+IuMBrNHVKFEdt9fI7Dg=,PaIh58KHNYWjg6vhcyP2b+Y+IuMBrNHVKFEdt9fI7Dg=,1339,1574,2010-12-30,es,December 2010
100,SeFBF1IUsgUmqkqJ10Ed8NhxRxjd0vaDfDx0Exfut8=,SeFBF1IUsgUmqkqJ10Ed8NhxRxjd0vaDfDx0Exfut8=,SeFBF1IUsgUmqkqJ10Ed8NhxRxjd0vaDfDx0Exfut8=,,SeFBF1IUsgUmqkqJ10Ed8NhxRxjd0vaDfDx0Exfut8=,SeFBF1IUsgUmqkqJ10Ed8NhxRxjd0vaDfDx0Exfut8=,512,218,2015-06-17,en,June 2015
101,JRJB7498LbACSiiKEn7fsWvX3dC9Dnjq6JQ+NIByhXw=,JRJB7498LbACSiiKEn7fsWvX3dC9Dnjq6JQ+NIByhXw=,JRJB7498LbACSiiKEn7fsWvX3dC9Dnjq6JQ+NIByhXw=,JRJB7498LbACSiiKEn7fsWvX3dC9Dnjq6JQ+NIByhXw=,,JRJB7498LbACSiiKEn7fsWvX3dC9Dnjq6JQ+NIByhXw=,587,57,2017-12-11,en,December 2017
102,+iqroNlzbdSq+YXIEJWgDmfJdPLfsE8qAejHyWbwYA=,+iqroNlzbdSq+YXIEJWgDmfJdPLfsE8qAejHyWbwYA=,+iqroNlzbdSq+YXIEJWgDmfJdPLfsE8qAejHyWbwYA=,+iqroNlzbdSq+YXIEJWgDmfJdPLfsE8qAejHyWbwYA=,+iqroNlzbdSq+YXIEJWgDmfJdPLfsE8qAejHyWbwYA=,,774,1099,2009-03-14,en,March 2009
103,TrTgA7MfjwMIwgumM0bjaPmp53dvBmDAA1a4waRoao=,TrTgA7MfjwMIwgumM0bjaPmp53dvBmDAA1a4waRoao=,TrTgA7MfjwMIwgumM0bjaPmp53dvBmDAA1a4waRoao=,TrTgA7MfjwMIwgumM0bjaPmp53dvBmDAA1a4waRoao=,,TrTgA7MfjwMIwgumM0bjaPmp53dvBmDAA1a4waRoao=,426,1806,2014-01-16,en,January 2014
104,MSlrsMtfjEgpl7r4oV9HA6Fb0RtLVhomAWaiVKT8Ek=,MSlrsMtfjEgpl7r4oV9HA6Fb0RtLVhomAWaiVKT8Ek=,MSlrsMtfjEgpl7r4oV9HA6Fb0RtLVhomAWaiVKT8Ek=,MSlrsMtfjEgpl7r4oV9HA6Fb0RtLVhomAWaiVKT8Ek=,MSlrsMtfjEgpl7r4oV9HA6Fb0RtLVhomAWaiVKT8Ek=,,492,368,2012-05-26,en,May 2012
105,tgijb2h0QnQDcI614nOPVNbd2dgn6iD2w3M15ZWu0=,tgijb2h0QnQDcI614nOPVNbd2dgn6iD2w3M15ZWu0=,tgijb2h0QnQDcI614nOPVNbd2dgn6iD2w3M15ZWu0=,tgijb2h0QnQDcI614nOPVNbd2dgn6iD2w3M15ZWu0=,tgijb2h0QnQDcI614nOPVNbd2dgn6iD2w3M15ZWu0=,,1975,664,2015-06-25,en,June 2015
106,fGabo8+cv6SdiyhOtaTFQmsvtlatOIvcHZk3uFbh6j4=,fGabo8+cv6SdiyhOtaTFQmsvtlatOIvcHZk3uFbh6j4=,fGabo8+cv6SdiyhOtaTFQmsvtlatOIvcHZk3uFbh6j4=,fGabo8+cv6SdiyhOtaTFQmsvtlatOIvcHZk3uFbh6j4=,fGabo8+cv6SdiyhOtaTFQmsvtlatOIvcHZk3uFbh6j4=,fGabo8+cv6SdiyhOtaTFQmsvtlatOIvcHZk3uFbh6j4=,536,1018,2013-08-02,en,August 2013
107,ByXFb4CPMiiY1XHkI7Mr9kUUC1nqKbr+Kdv4nn1kWX4=,ByXFb4CPMiiY1XHkI7Mr9kUUC1nqKbr+Kdv4nn1kWX4=,ByXFb4CPMiiY1XHkI7Mr9kUUC1nqKbr+Kdv4nn1kWX4=,ByXFb4CPMiiY1XHkI7Mr9kUUC1nqKbr+Kdv4nn1kWX4=,ByXFb4CPMiiY1XHkI7Mr9kUUC1nqKbr+Kdv4nn1kWX4=,ByXFb4CPMiiY1XHkI7Mr9kUUC1nqKbr+Kdv4nn1kWX4=,5723,4259,2013-11-07,en,November 2013
108,laR53DtPnwe3iT9FV5rBtrNGqoUiBtw5jGxn9iFhPRY=,laR53DtPnwe3iT9FV5rBtrNGqoUiBtw5jGxn9iFhPRY=,laR53DtPnwe3iT9FV5rBtrNGqoUiBtw5jGxn9iFhPRY=,laR53DtPnwe3iT9FV5rBtrNGqoUiBtw5jGxn9iFhPRY=,laR53DtPnwe3iT9FV5rBtrNGqoUiBtw5jGxn9iFhPRY=,,880,2265,2019-04-13,en,April 2019
109,cSdKsDySh2uQ3d1VG7qSEoQt1VpGoNpejXgGyPVw=,cSdKsDySh2uQ3d1VG7qSEoQt1VpGoNpejXgGyPVw=,cSdKsDySh2uQ3d1VG7qSEoQt1VpGoNpejXgGyPVw=,cSdKsDySh2uQ3d1VG7qSEoQt1VpGoNpejXgGyPVw=,cSdKsDySh2uQ3d1VG7qSEoQt1VpGoNpejXgGyPVw=,cSdKsDySh2uQ3d1VG7qSEoQt1VpGoNpejXgGyPVw=,1104,135,2016-05-08,en,May 2016
110,f6UBqXHa1rSzLdm5NVNtKBYrrzNc9tMbGYrF5ZmzuQg=,f6UBqXHa1rSzLdm5NVNtKBYrrzNc9tMbGYrF5ZmzuQg=,f6UBqXHa1rSzLdm5NVNtKBYrrzNc9tMbGYrF5ZmzuQg=,f6UBqXHa1rSzLdm5NVNtKBYrrzNc9tMbGYrF5ZmzuQg=,f6UBqXHa1rSzLdm5NVNtKBYrrzNc9tMbGYrF5ZmzuQg=,,685,759,2016-02-12,en,February 2016
111,7UdzytiyzrA0kHCKcNOkguvwNDDbWZLkK40UbTUvRqY=,7UdzytiyzrA0kHCKcNOkguvwNDDbWZLkK40UbTUvRqY=,7UdzytiyzrA0kHCKcNOkguvwNDDbWZLkK40UbTUvRqY=,7UdzytiyzrA0kHCKcNOkguvwNDDbWZLkK40UbTUvRqY=,7UdzytiyzrA0kHCKcNOkguvwNDDbWZLkK40UbTUvRqY=,7UdzytiyzrA0kHCKcNOkguvwNDDbWZLkK40UbTUvRqY=,11535,121,2016-04-03,en,April 2016
112,ZtFIrFEyJGpHgRz8tTxDZCQSAb6a6ExP+4VntDR9PI=,ZtFIrFEyJGpHgRz8tTxDZCQSAb6a6ExP+4VntDR9PI=,ZtFIrFEyJGpHgRz8tTxDZCQSAb6a6ExP+4VntDR9PI=,ZtFIrFEyJGpHgRz8tTxDZCQSAb6a6ExP+4VntDR9PI=,ZtFIrFEyJGpHgRz8tTxDZCQSAb6a6ExP+4VntDR9PI=,ZtFIrFEyJGpHgRz8tTxDZCQSAb6a6ExP+4VntDR9PI=,20537,6508,2011-06-09,en,June 2011
113,0xGursxiRfGTZlXt8iAFxw8eDw6DT8u0E11YIS8j+o=,0xGursxiRfGTZlXt8iAFxw8eDw6DT8u0E11YIS8j+o=,0xGursxiRfGTZlXt8iAFxw8eDw6DT8u0E11YIS8j+o=,0xGursxiRfGTZlXt8iAFxw8eDw6DT8u0E11YIS8j+o=,0xGursxiRfGTZlXt8iAFxw8eDw6DT8u0E11YIS8j+o=,0xGursxiRfGTZlXt8iAFxw8eDw6DT8u0E11YIS8j+o=,2363,1906,2009-05-12,en,May 2009
114,4hJQoCkC+nReKJ8On5xsHxvODahCSdxiGknFrdIjo=,4hJQoCkC+nReKJ8On5xsHxvODahCSdxiGknFrdIjo=,4hJQoCkC+nReKJ8On5xsHxvODahCSdxiGknFrdIjo=,4hJQoCkC+nReKJ8On5xsHxvODahCSdxiGknFrdIjo=,4hJQoCkC+nReKJ8On5xsHxvODahCSdxiGknFrdIjo=,4hJQoCkC+nReKJ8On5xsHxvODahCSdxiGknFrdIjo=,390,658,2013-01-01,zh-cn,January 2013
